Incomplete links at the end of container 0
Container, 0, 0, 0, 16009.4, 16009.4, 0
Link, 0, 0-LINK4-LINK4, 0, 0, 0, G, l2, l11
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c1, s1
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c2, s2
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c3, s3
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c4, s4
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c5, s5
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c6, s6
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c7, s7
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c8, s8
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, c9, s9
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l9, r2
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l6, r7
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l13, r9
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l16, r6
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l12, r9
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l14, r5
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l17, r6
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l14, r9
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l17, r7
Link, 0, 0-LINK4-HOST1, 0, 0, 0, G, l16, r8
Container, 0, LINK, 0, 16009.4, 16009.4, c9
Variable, c9, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c9, latency, 0, 16009.4, 16009.4, 0.003
Variable, c9, bandwidth_used, 1421.43, 1842.75, 421.323, 151.563
Variable, c9, bandwidth_used, 1842.75, 1934.85, 92.0984, 173.214
Variable, c9, bandwidth_used, 1934.85, 2255.38, 320.529, 202.083
Variable, c9, bandwidth_used, 2255.38, 2305.38, 50, 242.5
Variable, c9, bandwidth_used, 2305.38, 2575.38, 270, 303.125
Variable, c9, bandwidth_used, 2575.38, 2629.38, 54, 404.167
Variable, c9, bandwidth_used, 2629.38, 2693.76, 64.3856, 606.25
Variable, c9, bandwidth_used, 2693.76, 2706.62, 12.8571, 1212.5
Variable, c9, bandwidth_used, 2706.62, 16009.4, 13302.8, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c8
Variable, c8, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c8, latency, 0, 16009.4, 16009.4, 0.003
Variable, c8, bandwidth_used, 15410.7, 15416, 5.23832, 62.9877
Variable, c8, bandwidth_used, 15416, 15454.6, 38.6502, 0
Variable, c8, bandwidth_used, 15454.6, 15778.7, 324.083, 91.5094
Variable, c8, bandwidth_used, 15778.7, 15890.7, 111.977, 110.227
Variable, c8, bandwidth_used, 15890.7, 15907.6, 16.9205, 121.25
Variable, c8, bandwidth_used, 15907.6, 15933.3, 25.7142, 134.722
Variable, c8, bandwidth_used, 15933.3, 15983.2, 49.8397, 151.563
Variable, c8, bandwidth_used, 15983.2, 15990.4, 7.2063, 173.214
Variable, c8, bandwidth_used, 15990.4, 16000.7, 10.3295, 202.083
Variable, c8, bandwidth_used, 16000.7, 16003.9, 3.19138, 242.5
Variable, c8, bandwidth_used, 16003.9, 16004.8, 0.967566, 303.125
Variable, c8, bandwidth_used, 16004.8, 16007, 2.11756, 404.167
Variable, c8, bandwidth_used, 16007, 16008, 1.03531, 606.25
Variable, c8, bandwidth_used, 16008, 16009.4, 1.42549, 1212.5
Container, 0, LINK, 0, 16009.4, 16009.4, c7
Variable, c7, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c7, latency, 0, 16009.4, 16009.4, 0.003
Variable, c7, bandwidth_used, 15218.7, 15226.1, 7.42396, 49.6852
Variable, c7, bandwidth_used, 15226.1, 15264.9, 38.765, 0
Variable, c7, bandwidth_used, 15264.9, 15325.2, 60.3235, 54.1211
Variable, c7, bandwidth_used, 15325.2, 15355.9, 30.6513, 56.6497
Variable, c7, bandwidth_used, 15355.9, 15386.3, 30.4673, 0
Variable, c7, bandwidth_used, 15386.3, 15400.2, 13.819, 65.8857
Variable, c7, bandwidth_used, 15400.2, 15428.9, 28.7177, 0
Variable, c7, bandwidth_used, 15428.9, 15446.4, 17.4967, 89.1389
Variable, c7, bandwidth_used, 15446.4, 16009.4, 563.05, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c6
Variable, c6, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c6, latency, 0, 16009.4, 16009.4, 0.003
Variable, c6, bandwidth_used, 10531.3, 11747, 1215.71, 22.5655
Variable, c6, bandwidth_used, 11747, 13418.9, 1671.88, 0
Variable, c6, bandwidth_used, 13418.9, 14601.6, 1182.71, 33.9329
Variable, c6, bandwidth_used, 14601.6, 15043.8, 442.228, 0
Variable, c6, bandwidth_used, 15043.8, 15056.2, 12.4389, 39.8862
Variable, c6, bandwidth_used, 15056.2, 15083.5, 27.3136, 41.2429
Variable, c6, bandwidth_used, 15083.5, 15108.2, 24.625, 42.6952
Variable, c6, bandwidth_used, 15108.2, 15208.2, 100.007, 0
Variable, c6, bandwidth_used, 15208.2, 15218.7, 10.5307, 47.7381
Variable, c6, bandwidth_used, 15218.7, 15226.1, 7.42396, 0
Variable, c6, bandwidth_used, 15226.1, 15264.9, 38.765, 51.8181
Variable, c6, bandwidth_used, 15264.9, 15355.9, 90.9748, 0
Variable, c6, bandwidth_used, 15355.9, 15363.9, 8.02534, 59.4376
Variable, c6, bandwidth_used, 15363.9, 15416, 52.0675, 0
Variable, c6, bandwidth_used, 15416, 15428.9, 12.9112, 83.0493
Variable, c6, bandwidth_used, 15428.9, 15454.6, 25.739, 89.156
Variable, c6, bandwidth_used, 15454.6, 15457.2, 2.623, 114.387
Variable, c6, bandwidth_used, 15457.2, 16009.4, 552.185, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c5
Variable, c5, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c5, latency, 0, 16009.4, 16009.4, 0.003
Variable, c5, bandwidth_used, 134.858, 469.535, 334.677, 606.25
Variable, c5, bandwidth_used, 469.535, 559.793, 90.2576, 0
Variable, c5, bandwidth_used, 559.793, 611.386, 51.5935, 404.167
Variable, c5, bandwidth_used, 611.386, 1541.64, 930.258, 0
Variable, c5, bandwidth_used, 1541.64, 1873.96, 332.315, 86.6071
Variable, c5, bandwidth_used, 1873.96, 2068.96, 195, 93.2692
Variable, c5, bandwidth_used, 2068.96, 3536.88, 1467.92, 101.042
Variable, c5, bandwidth_used, 3536.88, 3676.76, 139.879, 110.227
Variable, c5, bandwidth_used, 3676.76, 3826.76, 150, 121.25
Variable, c5, bandwidth_used, 3826.76, 3842.41, 15.6495, 134.722
Variable, c5, bandwidth_used, 3842.41, 4042.41, 200, 151.563
Variable, c5, bandwidth_used, 4042.41, 4072.41, 30, 173.214
Variable, c5, bandwidth_used, 4072.41, 4082.28, 9.86768, 202.083
Variable, c5, bandwidth_used, 4082.28, 4108.3, 26.0239, 242.5
Variable, c5, bandwidth_used, 4108.3, 4132.3, 24, 303.125
Variable, c5, bandwidth_used, 4132.3, 4176.8, 44.4973, 404.167
Variable, c5, bandwidth_used, 4176.8, 4196.8, 20, 606.25
Variable, c5, bandwidth_used, 4196.8, 4199.1, 2.30769, 1212.5
Variable, c5, bandwidth_used, 4199.1, 16009.4, 11810.3, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c4
Variable, c4, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c4, latency, 0, 16009.4, 16009.4, 0.003
Variable, c4, bandwidth_used, 1519.67, 5135.64, 3615.96, 34.4455
Variable, c4, bandwidth_used, 5135.64, 5201.08, 65.4379, 35.4527
Variable, c4, bandwidth_used, 5201.08, 9154.46, 3953.39, 36.5205
Variable, c4, bandwidth_used, 9154.46, 9611.36, 456.898, 37.6547
Variable, c4, bandwidth_used, 9611.36, 9673.92, 62.5574, 38.8616
Variable, c4, bandwidth_used, 9673.92, 9705.85, 31.9306, 40.1483
Variable, c4, bandwidth_used, 9705.85, 9728.55, 22.6992, 41.5233
Variable, c4, bandwidth_used, 9728.55, 16009.4, 6280.88, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c3
Variable, c3, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c3, latency, 0, 16009.4, 16009.4, 0.003
Variable, c3, bandwidth_used, 1528.45, 1649.22, 120.769, 101.042
Variable, c3, bandwidth_used, 1649.22, 2549.58, 900.362, 110.227
Variable, c3, bandwidth_used, 2549.58, 2999.58, 450, 121.25
Variable, c3, bandwidth_used, 2999.58, 3114.03, 114.447, 134.722
Variable, c3, bandwidth_used, 3114.03, 3371.42, 257.388, 151.563
Variable, c3, bandwidth_used, 3371.42, 3413.42, 42, 173.214
Variable, c3, bandwidth_used, 3413.42, 3524.72, 111.306, 202.083
Variable, c3, bandwidth_used, 3524.72, 3696.15, 171.429, 242.5
Variable, c3, bandwidth_used, 3696.15, 3711.15, 15, 303.125
Variable, c3, bandwidth_used, 3711.15, 3724.05, 12.8981, 404.167
Variable, c3, bandwidth_used, 3724.05, 3728.31, 4.26116, 606.25
Variable, c3, bandwidth_used, 3728.31, 3737.28, 8.9722, 1212.5
Variable, c3, bandwidth_used, 3737.28, 16009.4, 12272.1, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c2
Variable, c2, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c2, latency, 0, 16009.4, 16009.4, 0.003
Variable, c2, bandwidth_used, 12141.6, 12167.7, 26.0617, 23.5898
Variable, c2, bandwidth_used, 12167.7, 14601.6, 2433.9, 0
Variable, c2, bandwidth_used, 14601.6, 14627.4, 25.8074, 36.3034
Variable, c2, bandwidth_used, 14627.4, 14843.1, 215.764, 37.4239
Variable, c2, bandwidth_used, 14843.1, 15043.8, 200.657, 38.6158
Variable, c2, bandwidth_used, 15043.8, 15108.2, 64.3776, 0
Variable, c2, bandwidth_used, 15108.2, 15147.2, 38.9912, 44.2533
Variable, c2, bandwidth_used, 15147.2, 15208.2, 61.0161, 45.9297
Variable, c2, bandwidth_used, 15208.2, 15363.9, 155.72, 0
Variable, c2, bandwidth_used, 15363.9, 15386.3, 22.4419, 62.5012
Variable, c2, bandwidth_used, 15386.3, 15400.2, 13.819, 0
Variable, c2, bandwidth_used, 15400.2, 15406, 5.80569, 69.6847
Variable, c2, bandwidth_used, 15406, 15410.7, 4.76254, 73.9338
Variable, c2, bandwidth_used, 15410.7, 15428.9, 18.1495, 0
Variable, c2, bandwidth_used, 15428.9, 15452, 23.0823, 89.1557
Variable, c2, bandwidth_used, 15452, 16009.4, 557.465, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c1
Variable, c1, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c1, latency, 0, 16009.4, 16009.4, 0.003
Variable, c1, bandwidth_used, 9705.85, 10083.5, 377.605, 27.6835
Variable, c1, bandwidth_used, 10083.5, 10531.3, 447.813, 29.3592
Variable, c1, bandwidth_used, 10531.3, 11747, 1215.71, 0
Variable, c1, bandwidth_used, 11747, 12141.6, 394.627, 30.6583
Variable, c1, bandwidth_used, 12141.6, 12167.7, 26.0617, 0
Variable, c1, bandwidth_used, 12167.7, 12253.3, 85.6207, 32.0777
Variable, c1, bandwidth_used, 12253.3, 12535.4, 282.087, 32.9494
Variable, c1, bandwidth_used, 12535.4, 12570.1, 34.7609, 33.8698
Variable, c1, bandwidth_used, 12570.1, 12842.2, 272.039, 34.8432
Variable, c1, bandwidth_used, 12842.2, 12888.3, 46.0901, 35.8741
Variable, c1, bandwidth_used, 12888.3, 12971.4, 83.1691, 36.9678
Variable, c1, bandwidth_used, 12971.4, 13057.4, 85.9998, 38.1304
Variable, c1, bandwidth_used, 13057.4, 13226.1, 168.674, 39.3684
Variable, c1, bandwidth_used, 13226.1, 13243, 16.9352, 40.6896
Variable, c1, bandwidth_used, 13243, 13388.4, 145.4, 42.1024
Variable, c1, bandwidth_used, 13388.4, 13418.9, 30.4199, 43.617
Variable, c1, bandwidth_used, 13418.9, 13454.9, 36.041, 45.2446
Variable, c1, bandwidth_used, 13454.9, 16009.4, 2554.52, 0
Container, 0, LINK, 0, 16009.4, 16009.4, c0
Variable, c0, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, c0, latency, 0, 16009.4, 16009.4, 0.003
Variable, c0, bandwidth_used, 188.436, 448.229, 259.794, 1212.5
Variable, c0, bandwidth_used, 448.229, 1279.73, 831.496, 0
Variable, c0, bandwidth_used, 1279.73, 1287.44, 7.7152, 121.25
Variable, c0, bandwidth_used, 1287.44, 1489.73, 202.285, 0
Variable, c0, bandwidth_used, 1489.73, 2425.92, 936.195, 93.2692
Variable, c0, bandwidth_used, 2425.92, 3457.03, 1031.11, 101.042
Variable, c0, bandwidth_used, 3457.03, 3677.03, 220, 110.227
Variable, c0, bandwidth_used, 3677.03, 3922.4, 245.372, 121.25
Variable, c0, bandwidth_used, 3922.4, 3976.4, 54, 134.722
Variable, c0, bandwidth_used, 3976.4, 4016.4, 40, 151.563
Variable, c0, bandwidth_used, 4016.4, 4136.4, 120, 173.214
Variable, c0, bandwidth_used, 4136.4, 4158.9, 22.5, 202.083
Variable, c0, bandwidth_used, 4158.9, 4192.23, 33.3333, 242.5
Variable, c0, bandwidth_used, 4192.23, 4201.6, 9.36869, 303.125
Variable, c0, bandwidth_used, 4201.6, 4206.65, 5.05293, 404.167
Variable, c0, bandwidth_used, 4206.65, 4217.56, 10.9091, 606.25
Variable, c0, bandwidth_used, 4217.56, 4226.84, 9.27549, 1212.5
Variable, c0, bandwidth_used, 4226.84, 16009.4, 11782.6, 0
Container, 0, LINK, 0, 16009.4, 16009.4, l17
Variable, l17, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l17, latency, 0, 16009.4, 16009.4, 0.0176
Container, 0, LINK, 0, 16009.4, 16009.4, l16
Variable, l16, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l16, latency, 0, 16009.4, 16009.4, 0.0044
Container, 0, LINK, 0, 16009.4, 16009.4, l15
Variable, l15, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l15, latency, 0, 16009.4, 16009.4, 0.01
Container, 0, LINK, 0, 16009.4, 16009.4, l14
Variable, l14, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l14, latency, 0, 16009.4, 16009.4, 0.0168
Variable, l14, bandwidth_used, 134.858, 469.535, 334.677, 606.25
Variable, l14, bandwidth_used, 469.535, 559.793, 90.2576, 0
Variable, l14, bandwidth_used, 559.793, 611.386, 51.5935, 404.167
Variable, l14, bandwidth_used, 611.386, 1541.64, 930.258, 0
Variable, l14, bandwidth_used, 1541.64, 1873.96, 332.315, 86.6071
Variable, l14, bandwidth_used, 1873.96, 2068.96, 195, 93.2692
Variable, l14, bandwidth_used, 2068.96, 3536.88, 1467.92, 101.042
Variable, l14, bandwidth_used, 3536.88, 3676.76, 139.879, 110.227
Variable, l14, bandwidth_used, 3676.76, 3826.76, 150, 121.25
Variable, l14, bandwidth_used, 3826.76, 3842.41, 15.6495, 134.722
Variable, l14, bandwidth_used, 3842.41, 4042.41, 200, 151.563
Variable, l14, bandwidth_used, 4042.41, 4072.41, 30, 173.214
Variable, l14, bandwidth_used, 4072.41, 4082.28, 9.86768, 202.083
Variable, l14, bandwidth_used, 4082.28, 4108.3, 26.0239, 242.5
Variable, l14, bandwidth_used, 4108.3, 4132.3, 24, 303.125
Variable, l14, bandwidth_used, 4132.3, 4176.8, 44.4973, 404.167
Variable, l14, bandwidth_used, 4176.8, 4196.8, 20, 606.25
Variable, l14, bandwidth_used, 4196.8, 4199.1, 2.30769, 1212.5
Variable, l14, bandwidth_used, 4199.1, 16009.4, 11810.3, 0
Container, 0, LINK, 0, 16009.4, 16009.4, l13
Variable, l13, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l13, latency, 0, 16009.4, 16009.4, 0.0056
Variable, l13, bandwidth_used, 1519.67, 5135.64, 3615.96, 34.4455
Variable, l13, bandwidth_used, 5135.64, 5201.08, 65.4379, 35.4527
Variable, l13, bandwidth_used, 5201.08, 9154.46, 3953.39, 36.5205
Variable, l13, bandwidth_used, 9154.46, 9611.36, 456.898, 37.6547
Variable, l13, bandwidth_used, 9611.36, 9673.92, 62.5574, 38.8616
Variable, l13, bandwidth_used, 9673.92, 9705.85, 31.9306, 40.1483
Variable, l13, bandwidth_used, 9705.85, 9728.55, 22.6992, 69.2067
Variable, l13, bandwidth_used, 9728.55, 10083.5, 354.906, 27.6835
Variable, l13, bandwidth_used, 10083.5, 10531.3, 447.813, 29.3592
Variable, l13, bandwidth_used, 10531.3, 11747, 1215.71, 22.5655
Variable, l13, bandwidth_used, 11747, 12141.6, 394.627, 30.6583
Variable, l13, bandwidth_used, 12141.6, 12167.7, 26.0617, 23.5898
Variable, l13, bandwidth_used, 12167.7, 12253.3, 85.6207, 32.0777
Variable, l13, bandwidth_used, 12253.3, 12535.4, 282.087, 32.9494
Variable, l13, bandwidth_used, 12535.4, 12570.1, 34.7609, 33.8698
Variable, l13, bandwidth_used, 12570.1, 12842.2, 272.039, 34.8432
Variable, l13, bandwidth_used, 12842.2, 12888.3, 46.0901, 35.8741
Variable, l13, bandwidth_used, 12888.3, 12971.4, 83.1691, 36.9678
Variable, l13, bandwidth_used, 12971.4, 13057.4, 85.9998, 38.1304
Variable, l13, bandwidth_used, 13057.4, 13226.1, 168.674, 39.3684
Variable, l13, bandwidth_used, 13226.1, 13243, 16.9352, 40.6896
Variable, l13, bandwidth_used, 13243, 13388.4, 145.4, 42.1024
Variable, l13, bandwidth_used, 13388.4, 13418.9, 30.4199, 43.617
Variable, l13, bandwidth_used, 13418.9, 13454.9, 36.041, 79.1774
Variable, l13, bandwidth_used, 13454.9, 14601.6, 1146.67, 33.9329
Variable, l13, bandwidth_used, 14601.6, 14627.4, 25.8074, 36.3034
Variable, l13, bandwidth_used, 14627.4, 14843.1, 215.764, 37.4239
Variable, l13, bandwidth_used, 14843.1, 15043.8, 200.657, 38.6158
Variable, l13, bandwidth_used, 15043.8, 15056.2, 12.4389, 39.8862
Variable, l13, bandwidth_used, 15056.2, 15083.5, 27.3136, 41.2429
Variable, l13, bandwidth_used, 15083.5, 15108.2, 24.625, 42.6952
Variable, l13, bandwidth_used, 15108.2, 15147.2, 38.9912, 44.2533
Variable, l13, bandwidth_used, 15147.2, 15208.2, 61.0161, 45.9297
Variable, l13, bandwidth_used, 15208.2, 15218.7, 10.5307, 47.7381
Variable, l13, bandwidth_used, 15218.7, 15226.1, 7.42396, 49.6852
Variable, l13, bandwidth_used, 15226.1, 15264.9, 38.765, 51.8181
Variable, l13, bandwidth_used, 15264.9, 15325.2, 60.3235, 54.1211
Variable, l13, bandwidth_used, 15325.2, 15355.9, 30.6513, 56.6497
Variable, l13, bandwidth_used, 15355.9, 15363.9, 8.02534, 59.4376
Variable, l13, bandwidth_used, 15363.9, 15386.3, 22.4419, 62.5012
Variable, l13, bandwidth_used, 15386.3, 15400.2, 13.819, 65.8857
Variable, l13, bandwidth_used, 15400.2, 15406, 5.80569, 69.6847
Variable, l13, bandwidth_used, 15406, 15410.7, 4.76254, 73.9338
Variable, l13, bandwidth_used, 15410.7, 15416, 5.23832, 62.9877
Variable, l13, bandwidth_used, 15416, 15428.9, 12.9112, 83.0493
Variable, l13, bandwidth_used, 15428.9, 15446.4, 17.4967, 267.451
Variable, l13, bandwidth_used, 15446.4, 15452, 5.58557, 178.312
Variable, l13, bandwidth_used, 15452, 15454.6, 2.65672, 89.156
Variable, l13, bandwidth_used, 15454.6, 15457.2, 2.623, 205.897
Variable, l13, bandwidth_used, 15457.2, 15778.7, 321.46, 91.5094
Variable, l13, bandwidth_used, 15778.7, 15890.7, 111.977, 110.227
Variable, l13, bandwidth_used, 15890.7, 15907.6, 16.9205, 121.25
Variable, l13, bandwidth_used, 15907.6, 15933.3, 25.7142, 134.722
Variable, l13, bandwidth_used, 15933.3, 15983.2, 49.8397, 151.563
Variable, l13, bandwidth_used, 15983.2, 15990.4, 7.2063, 173.214
Variable, l13, bandwidth_used, 15990.4, 16000.7, 10.3295, 202.083
Variable, l13, bandwidth_used, 16000.7, 16003.9, 3.19138, 242.5
Variable, l13, bandwidth_used, 16003.9, 16004.8, 0.967566, 303.125
Variable, l13, bandwidth_used, 16004.8, 16007, 2.11756, 404.167
Variable, l13, bandwidth_used, 16007, 16008, 1.03531, 606.25
Variable, l13, bandwidth_used, 16008, 16009.4, 1.42549, 1212.5
Container, 0, LINK, 0, 16009.4, 16009.4, l12
Variable, l12, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l12, latency, 0, 16009.4, 16009.4, 0.014
Variable, l12, bandwidth_used, 1528.45, 1649.22, 120.769, 101.042
Variable, l12, bandwidth_used, 1649.22, 2549.58, 900.362, 110.227
Variable, l12, bandwidth_used, 2549.58, 2999.58, 450, 121.25
Variable, l12, bandwidth_used, 2999.58, 3114.03, 114.447, 134.722
Variable, l12, bandwidth_used, 3114.03, 3371.42, 257.388, 151.563
Variable, l12, bandwidth_used, 3371.42, 3413.42, 42, 173.214
Variable, l12, bandwidth_used, 3413.42, 3524.72, 111.306, 202.083
Variable, l12, bandwidth_used, 3524.72, 3696.15, 171.429, 242.5
Variable, l12, bandwidth_used, 3696.15, 3711.15, 15, 303.125
Variable, l12, bandwidth_used, 3711.15, 3724.05, 12.8981, 404.167
Variable, l12, bandwidth_used, 3724.05, 3728.31, 4.26116, 606.25
Variable, l12, bandwidth_used, 3728.31, 3737.28, 8.9722, 1212.5
